,CaseID,W1_Q1,W1_Q2,W1_Q3,W1_Q4,W1_Q5,W1_Q6,W1_Q7,W1_Q8a,W1_Q8b,W2_Q16,ppage,ppeducat,ppethm,ppgender,ppincimp,ppstaten,Party_ID,Ideology,Panel_Tenure_Months,OCC_GA,OCC_WA,OCC_NU,OCC_CC,OCC_JA,OCC_CO,OCC_FA,OCC_RS,OCC_DR,OCC_CP,OCC_TE,FB09,fisexp1,fisexp2,censusgroup
820,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
830,88.0,Never,Very poor,Once in a while,Be reduced a lot,40.0,30.0,85.0,50.0,,Be reduced a lot,48.0,Some college,"Other, Non-Hispanic",Female,"$40,000 to $49,999",hi,Leans Republican,Slightly conservative,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06798752,2.0,2.0,"Many Immigrants, Majority Not Hispanic"
840,89.0,Once in a while,Poor,Never,Be reduced a lot,50.0,50.0,50.0,50.0,,Be reduced a lot,57.0,High school,"White, Non-Hispanic",Female,"$7,500 to $9,999",ks,Leans Republican,"Moderate, middle of the road",79.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
850,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
860,91.0,Once in a while,Poor,Never,Be reduced a little,50.0,50.0,50.0,50.0,,Remain the same as it is,62.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$175,000 or more",pa,Leans Republican,Slightly conservative,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,1.0,Few Immigrants
870,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
880,93.0,Never,Very poor,Once in a while,Be reduced a lot,50.0,50.0,50.0,50.0,,Be reduced a little,64.0,Some college,"2+ Races, Non-Hispanic",Male,"$100,000 to $124,999",va,Leans Republican,"Moderate, middle of the road",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09987621,1.0,1.0,Few Immigrants
890,94.0,Never,Fair,Once in a while,Remain the same as it is,100.0,50.0,90.0,100.0,,Be reduced a little,69.0,Some college,"White, Non-Hispanic",Male,"$10,000 to $12,499",tn,Strong Republican,"Moderate, middle of the road",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
900,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
910,96.0,Never,Good,Never,Remain the same as it is,90.0,90.0,95.0,90.0,,Be reduced a little,60.0,Some college,Hispanic,Male,"$60,000 to $74,999",ca,Strong Democrat,"Moderate, middle of the road",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
920,97.0,Once in a while,Fair,Once in a while,Be reduced a lot,10.0,10.0,50.0,90.0,,Be reduced a lot,43.0,Some college,"White, Non-Hispanic",Male,"$125,000 to $149,999",oh,Strong Republican,"Moderate, middle of the road",57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15108828,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
930,98.0,Never,Very poor,Once in a while,Remain the same as it is,100.0,100.0,50.0,100.0,,Be reduced a lot,19.0,High school,Hispanic,Female,"$30,000 to $34,999",ca,Leans Democrat,Extremely liberal,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,1.0,2.0,"Many Immigrants, Majority Hispanic"
940,99.0,Never,Poor,Once in a while,Be increased a lot,75.0,70.0,75.0,75.0,,Be increased a lot,51.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$125,000 to $149,999",al,Strong Democrat,Liberal,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,Few Immigrants
950,100.0,Once in a while,Fair,Once in a while,Be reduced a little,50.0,40.0,30.0,75.0,,Remain the same as it is,23.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$150,000 to $174,999",ma,Leans Democrat,Slightly liberal,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,
960,101.0,Once in a while,Poor,Once in a while,Remain the same as it is,75.0,75.0,75.0,75.0,,Remain the same as it is,71.0,Some college,"White, Non-Hispanic",Female,"$50,000 to $59,999",fl,Leans Democrat,"Moderate, middle of the road",5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12709278,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
970,102.0,Most of the time,Good,About half the time,Be increased a little,85.0,80.0,90.0,90.0,,Be increased a little,50.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$125,000 to $149,999",ca,Strong Democrat,Slightly liberal,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07161217,1.0,2.0,"Many Immigrants, Majority Hispanic"
980,103.0,Never,Very poor,Once in a while,Be increased a little,85.0,90.0,85.0,89.0,,Be increased a lot,39.0,Bachelor's degree or higher,Hispanic,Male,"$5,000 to $7,499",ny,Leans Republican,"Moderate, middle of the road",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,2.0,2.0,"Many Immigrants, Majority Hispanic"
990,104.0,About half the time,Poor,About half the time,Be reduced a little,100.0,30.0,50.0,100.0,,Be reduced a little,25.0,High school,Hispanic,Female,"$20,000 to $24,999",wi,Leans Republican,"Moderate, middle of the road",3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,1.0,1.0,Few Immigrants
1000,105.0,Once in a while,Fair,Once in a while,Be increased a lot,90.0,80.0,60.0,70.0,,Be increased a little,68.0,Some college,Hispanic,Male,"$175,000 or more",tx,Leans Republican,Slightly conservative,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,1.0,Few Immigrants
1010,106.0,Once in a while,Fair,About half the time,Be reduced a little,90.0,80.0,90.0,,90.0,Be reduced a little,78.0,Bachelor's degree or higher,"Black, Non-Hispanic",Male,"$85,000 to $99,999",nc,Strong Democrat,Slightly conservative,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26893428,1.0,1.0,Few Immigrants
1020,107.0,Once in a while,Fair,Once in a while,Be reduced a lot,65.0,20.0,35.0,,,Be reduced a lot,59.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$75,000 to $84,999",tx,Leans Democrat,Slightly conservative,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Hispanic"
1030,108.0,Most of the time,Good,Most of the time,Be reduced a little,50.0,40.0,50.0,50.0,,Be reduced a lot,23.0,High school,Hispanic,Female,"$50,000 to $59,999",wa,Leans Republican,"Moderate, middle of the road",18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,1.0,2.0,"Many Immigrants, Majority Hispanic"
1040,109.0,Never,Fair,Once in a while,Be reduced a lot,80.0,0.0,100.0,90.0,,Be reduced a lot,43.0,Some college,"White, Non-Hispanic",Female,"$175,000 or more",ga,Undecided/Independent/Other,Conservative,70.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
1050,110.0,Never,Fair,Once in a while,Remain the same as it is,100.0,100.0,100.0,,100.0,Remain the same as it is,64.0,High school,"Black, Non-Hispanic",Male,"$75,000 to $84,999",ga,Leans Republican,Slightly conservative,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.22688544,1.0,1.0,Few Immigrants
1060,111.0,Never,Poor,Never,Remain the same as it is,100.0,100.0,100.0,100.0,,Be increased a lot,73.0,Some college,"White, Non-Hispanic",Male,"$20,000 to $24,999",al,Strong Republican,Conservative,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08172033,1.0,1.0,Few Immigrants
1070,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
1080,113.0,Never,Poor,Once in a while,Remain the same as it is,100.0,100.0,100.0,100.0,,Remain the same as it is,51.0,High school,"White, Non-Hispanic",Female,"$100,000 to $124,999",ny,Leans Republican,Conservative,16.0,,,,,,,,,,,,,2.0,2.0,"Many Immigrants, Majority Not Hispanic"
1090,114.0,Once in a while,Poor,Once in a while,Remain the same as it is,50.0,50.0,50.0,50.0,,Remain the same as it is,76.0,High school,"White, Non-Hispanic",Female,"$10,000 to $12,499",il,Undecided/Independent/Other,"Moderate, middle of the road",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11124244,1.0,1.0,Few Immigrants
1100,115.0,Never,Good,Once in a while,Be reduced a lot,100.0,60.0,80.0,100.0,,Be increased a little,62.0,Bachelor's degree or higher,Hispanic,Female,"$125,000 to $149,999",oh,Leans Democrat,Slightly liberal,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1110,116.0,About half the time,Poor,Once in a while,Be reduced a little,30.0,30.0,50.0,50.0,,Be reduced a little,46.0,Bachelor's degree or higher,"Other, Non-Hispanic",Female,"$175,000 or more",ca,Not Strong Democrat,"Moderate, middle of the road",70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
1120,117.0,Never,Good,Once in a while,Be increased a little,50.0,57.0,53.0,60.0,,Be increased a little,66.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$75,000 to $84,999",mo,Leans Republican,Slightly conservative,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09350198,1.0,1.0,Few Immigrants
1130,118.0,Never,Fair,Once in a while,Be reduced a little,85.0,50.0,85.0,95.0,,Be reduced a little,70.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$75,000 to $84,999",nc,Strong Republican,Extremely conservative,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078348786,1.0,1.0,
1140,119.0,Once in a while,Good,Once in a while,Be reduced a lot,1.0,75.0,50.0,50.0,,Be reduced a lot,65.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",ks,Leans Republican,"Moderate, middle of the road",41.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
1150,120.0,Once in a while,Good,Once in a while,Remain the same as it is,70.0,80.0,75.0,80.0,,Remain the same as it is,72.0,High school,"White, Non-Hispanic",Male,"$15,000 to $19,999",oh,Strong Republican,Extremely conservative,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07161217,1.0,1.0,"Many Immigrants, Majority Hispanic"
1160,121.0,Never,Very poor,Most of the time,Be reduced a lot,100.0,98.0,100.0,,50.0,Be reduced a lot,49.0,High school,"Black, Non-Hispanic",Male,"$15,000 to $19,999",tx,Strong Democrat,"Moderate, middle of the road",49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16853262,1.0,1.0,"Many Immigrants, Majority Hispanic"
1170,122.0,Once in a while,Excellent,Once in a while,Remain the same as it is,75.0,75.0,75.0,100.0,,Be reduced a little,65.0,High school,"White, Non-Hispanic",Male,"$40,000 to $49,999",in,Not Strong Republican,Conservative,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11805371,1.0,1.0,Few Immigrants
1180,123.0,Never,Good,About half the time,Remain the same as it is,90.0,80.0,75.0,,100.0,Remain the same as it is,60.0,Bachelor's degree or higher,"Black, Non-Hispanic",Female,"$100,000 to $124,999",ny,Leans Democrat,Slightly conservative,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,2.0,2.0,Few Immigrants
1190,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
1200,125.0,Never,Very poor,Once in a while,Be reduced a lot,50.0,50.0,30.0,50.0,,Remain the same as it is,76.0,Less than high school,"White, Non-Hispanic",Male,"$100,000 to $124,999",mn,Leans Republican,Conservative,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16853262,1.0,1.0,Few Immigrants
1210,126.0,Once in a while,Fair,Most of the time,Remain the same as it is,80.0,80.0,50.0,80.0,,Be increased a lot,31.0,High school,Hispanic,Male,"$15,000 to $19,999",tx,Not Strong Democrat,Slightly liberal,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22688544,1.0,1.0,"Many Immigrants, Majority Hispanic"
1220,127.0,Once in a while,Good,Once in a while,Remain the same as it is,85.0,85.0,85.0,85.0,,Remain the same as it is,60.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",ut,Not Strong Republican,Conservative,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.139584,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1230,128.0,Never,Poor,Once in a while,Be reduced a lot,50.0,75.0,50.0,,,Be reduced a little,70.0,High school,"White, Non-Hispanic",Female,"$75,000 to $84,999",az,Strong Democrat,"Moderate, middle of the road",49.0,,,,,,,,,,,,0.23116839,1.0,1.0,Few Immigrants
1240,129.0,Once in a while,Very poor,Never,Remain the same as it is,,,,,,Be reduced a lot,20.0,High school,Hispanic,Male,"$35,000 to $39,999",ca,Undecided/Independent/Other,Refused,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
1250,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
1260,131.0,Once in a while,Fair,Once in a while,Remain the same as it is,100.0,50.0,100.0,100.0,,Remain the same as it is,44.0,Some college,"White, Non-Hispanic",Male,"$30,000 to $34,999",ma,Strong Republican,Extremely conservative,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,
1270,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
1280,133.0,Once in a while,Poor,Once in a while,Be reduced a little,32.0,30.0,35.0,70.0,,Be reduced a little,24.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$12,500 to $14,999",ky,Leans Democrat,Slightly conservative,28.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
1290,134.0,Once in a while,Good,Once in a while,Remain the same as it is,75.0,75.0,75.0,75.0,,Remain the same as it is,55.0,Bachelor's degree or higher,Hispanic,Female,"$175,000 or more",ca,Leans Republican,"Moderate, middle of the road",111.0,,,,,,,,,,,,,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
1300,135.0,About half the time,Very poor,Most of the time,Be reduced a little,80.0,75.0,80.0,80.0,,Be reduced a lot,43.0,Some college,"White, Non-Hispanic",Male,"$100,000 to $124,999",pa,Strong Republican,Conservative,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,1.0,Few Immigrants
1310,136.0,Never,Fair,About half the time,Remain the same as it is,100.0,100.0,100.0,100.0,,Be increased a little,65.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",tx,Leans Democrat,"Moderate, middle of the road",37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139584,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1320,137.0,Once in a while,Fair,Once in a while,Remain the same as it is,80.0,80.0,90.0,80.0,,Be increased a little,24.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$60,000 to $74,999",ar,Strong Republican,Slightly conservative,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10464901,1.0,1.0,Few Immigrants
1330,138.0,Once in a while,Fair,Once in a while,Be reduced a little,85.0,85.0,85.0,50.0,,Be reduced a lot,55.0,Some college,"White, Non-Hispanic",Male,"$7,500 to $9,999",fl,Leans Democrat,Liberal,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
1340,139.0,Never,Poor,Once in a while,Remain the same as it is,100.0,95.0,95.0,100.0,,Remain the same as it is,26.0,Some college,Hispanic,Male,"$40,000 to $49,999",ca,Not Strong Democrat,"Moderate, middle of the road",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047080446,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
1350,140.0,Never,Excellent,About half the time,Be increased a lot,80.0,80.0,80.0,80.0,,Be increased a lot,58.0,Some college,"White, Non-Hispanic",Male,"$35,000 to $39,999",or,Strong Democrat,Extremely liberal,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.068942405,1.0,1.0,Few Immigrants
1360,141.0,About half the time,Good,Once in a while,Be reduced a lot,40.0,20.0,50.0,80.0,,,30.0,Some college,"White, Non-Hispanic",Male,"$50,000 to $59,999",ia,Strong Republican,Slightly liberal,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22688544,1.0,1.0,Few Immigrants
1370,142.0,Once in a while,Poor,About half the time,Remain the same as it is,100.0,50.0,100.0,,100.0,Remain the same as it is,41.0,Some college,"Black, Non-Hispanic",Female,"$60,000 to $74,999",mi,Strong Democrat,Liberal,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11701912,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1380,143.0,Once in a while,Poor,Once in a while,Remain the same as it is,90.0,90.0,90.0,90.0,,Be increased a lot,51.0,High school,"White, Non-Hispanic",Male,"$85,000 to $99,999",ks,Leans Democrat,Slightly liberal,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1390,144.0,Once in a while,Very poor,Once in a while,Be increased a little,85.0,85.0,85.0,85.0,,Be increased a little,54.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$125,000 to $149,999",tx,Strong Democrat,Liberal,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1400,145.0,Once in a while,Very poor,Once in a while,Remain the same as it is,65.0,85.0,90.0,90.0,,Be increased a little,46.0,Some college,"White, Non-Hispanic",Female,"$50,000 to $59,999",tn,Leans Republican,Conservative,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11701912,1.0,1.0,"Many Immigrants, Majority Hispanic"
1410,146.0,Never,Excellent,Most of the time,Be reduced a lot,25.0,25.0,50.0,50.0,,Be reduced a lot,34.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",sc,Strong Republican,Extremely conservative,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
1420,147.0,Never,Very poor,Never,Be reduced a lot,50.0,50.0,50.0,50.0,,Be reduced a lot,67.0,Some college,"White, Non-Hispanic",Female,"$20,000 to $24,999",ca,Leans Republican,Extremely conservative,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11676584,1.0,2.0,"Many Immigrants, Majority Hispanic"
1430,148.0,Never,Poor,Never,Be reduced a lot,60.0,40.0,70.0,70.0,,Be reduced a lot,50.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",oh,Leans Republican,"Moderate, middle of the road",52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494284,1.0,1.0,Few Immigrants
1440,149.0,Never,Poor,Never,Be reduced a lot,50.0,25.0,65.0,100.0,,Remain the same as it is,52.0,Some college,"White, Non-Hispanic",Female,"$75,000 to $84,999",mn,Strong Democrat,Slightly conservative,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,Few Immigrants
1450,150.0,Once in a while,Excellent,Once in a while,Remain the same as it is,75.0,70.0,75.0,75.0,,Remain the same as it is,77.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$40,000 to $49,999",md,Leans Republican,Conservative,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1460,151.0,Always,Excellent,Most of the time,Remain the same as it is,50.0,30.0,50.0,50.0,,Be increased a little,27.0,Some college,"White, Non-Hispanic",Female,"$25,000 to $29,999",pa,Not Strong Democrat,"Moderate, middle of the road",35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1470,152.0,Once in a while,Good,About half the time,Be reduced a lot,80.0,70.0,75.0,80.0,,Be reduced a little,41.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$85,000 to $99,999",tn,Not Strong Republican,Slightly conservative,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1642884,1.0,1.0,Few Immigrants
1480,153.0,Never,Poor,Once in a while,Be reduced a little,70.0,50.0,75.0,80.0,,Remain the same as it is,61.0,High school,"White, Non-Hispanic",Female,"$85,000 to $99,999",ca,Not Strong Democrat,Slightly conservative,45.0,,,,,,,,,,,,,1.0,2.0,"Many Immigrants, Majority Hispanic"
1490,154.0,Once in a while,Fair,Once in a while,Remain the same as it is,30.0,50.0,50.0,,100.0,Be reduced a little,56.0,High school,"Black, Non-Hispanic",Female,"$12,500 to $14,999",pa,Strong Democrat,Liberal,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1500,155.0,Once in a while,Good,About half the time,Be reduced a lot,75.0,50.0,50.0,75.0,,Be reduced a little,64.0,Some college,Hispanic,Male,"$60,000 to $74,999",ca,Leans Republican,Conservative,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,2.0,"Many Immigrants, Majority Hispanic"
1510,156.0,Once in a while,Good,About half the time,Be reduced a little,75.0,40.0,65.0,90.0,,Be reduced a lot,42.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$20,000 to $24,999",mn,Leans Democrat,Slightly liberal,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535995,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1520,157.0,Never,Fair,Never,Be reduced a little,100.0,90.0,100.0,,100.0,Be reduced a little,53.0,Some college,"Black, Non-Hispanic",Male,"$85,000 to $99,999",fl,Strong Democrat,"Moderate, middle of the road",68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03725744,1.0,2.0,Few Immigrants
1530,158.0,Never,Poor,Never,Remain the same as it is,90.0,95.0,90.0,90.0,,Remain the same as it is,66.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$125,000 to $149,999",de,Leans Democrat,Liberal,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
1540,159.0,Once in a while,Poor,Once in a while,Be reduced a lot,30.0,20.0,50.0,60.0,,Be reduced a lot,74.0,Some college,"Other, Non-Hispanic",Male,"$60,000 to $74,999",de,Leans Republican,Conservative,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13734278,1.0,1.0,"Many Immigrants, Majority Hispanic"
1550,160.0,Once in a while,Poor,Once in a while,Be reduced a lot,65.0,50.0,60.0,70.0,,Be reduced a lot,69.0,Some college,"White, Non-Hispanic",Male,"$10,000 to $12,499",wa,Leans Democrat,"Moderate, middle of the road",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03725744,1.0,2.0,Few Immigrants
1560,161.0,Never,Good,Never,Be reduced a lot,15.0,5.0,25.0,,100.0,Be reduced a little,45.0,High school,"Black, Non-Hispanic",Male,"$40,000 to $49,999",md,Leans Democrat,"Moderate, middle of the road",39.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
1570,162.0,Once in a while,Fair,About half the time,Be reduced a lot,55.0,40.0,50.0,75.0,,Be reduced a little,68.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$20,000 to $24,999",fl,Strong Democrat,Slightly liberal,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122473806,1.0,2.0,Few Immigrants
1580,163.0,About half the time,Fair,About half the time,Be reduced a lot,70.0,20.0,50.0,90.0,,Remain the same as it is,69.0,High school,"White, Non-Hispanic",Female,"$15,000 to $19,999",fl,Not Strong Democrat,Slightly liberal,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
1590,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
1600,165.0,Never,Poor,About half the time,Be reduced a lot,35.0,50.0,50.0,80.0,,Be reduced a lot,36.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$125,000 to $149,999",pa,Not Strong Republican,Conservative,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12107589,1.0,1.0,Few Immigrants
